Numéro séquentiel,Date du compte,Numéro du fournisseur,Numéro de G/L comptes à payer,Numéro de facture du fournisseur,Description de la transaction,Montant total du compte,Solde à payer,Numéro de G/L (1),Montant applicable (G/L 1),Numéro de G/L (2),Montant applicable (G/L 2),Numéro de G/L (3),Montant applicable (G/L 3),Numéro de G/L (4),Montant applicable (G/L 4),Numéro de G/L (5),Montant applicable (G/L 5),Numéro de G/L (6),Montant applicable (G/L 6),Numéro de G/L (7),Montant applicable (G/L 7),Numéro de G/L (8),Montant applicable (G/L 8),Numéro de G/L (9),Montant applicable (G/L 9),Numéro de G/L (10),Montant applicable (G/L 10),Information - Ligne 1,Information - Ligne 2,Information - Ligne 3,Code d'identification,Nombre de postes supplémentaires ds GLSUP,Numéro de projet,Montant total de retenue,Solde de la retenue à payer,Numéro de G/L retenues à payer,Montant payé de TVQ sur retenues (taux 1),Montant payé de TVQ sur retenues (taux 2),Montant payé de TPS sur retenues,Calcul automatique de la taxe féd. (T/F),Calcul automatique de la taxe prov. (T/F),Conditions de paiement,Devise étrangère,No. de commande,Plusieurs commandes (T/F),Dénonciation de contrat,Niveau de taxe provinciale (1-21),Nom du fournisseur,PEXPORTGB,HASDOC,ACONECTID,ACONDATE,ACONTIME,PTOTSNAPX
003855,2004/11/29,OUTILL-341,21300,2043,rép. rabotteuse,54.99,0.00,21340,3.35,21370,3.84,42130,47.80,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,OUTILLAGE 341 ENR.,FALSE,FALSE,0,,,0.00
003862,2004/11/29,H-MATTEAU-,21300,3166668,,4.73,0.00,21340,0.29,21370,0.33,33200,4.11,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,2.0000 101  000,,,FALSE,FALSE,1,RONA INC - H. MATTEAU,FALSE,FALSE,0,,,0.00
003871,2004/11/29,H-P-RICARD,21300,1705,,3450.75,0.00,21340,210.00,21370,240.75,33500,3000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,H.P. RICARD INC.,FALSE,FALSE,0,,,0.00
003916,2004/11/29,QUINC-FRIG,21300,306142,Petit Kernan,1030.26,0.00,21340,62.70,21370,71.88,33200,895.68,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
003917,2004/11/29,QUINC-FRIG,21300,306143,grand Kernan,817.62,0.00,21340,49.76,21370,57.04,33200,710.82,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
003918,2004/11/29,QUINC-FRIG,21300,306172,Kernan,66.66,0.00,21340,4.06,21370,4.65,33200,57.95,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
003919,2004/11/29,QUINC-FRIG,21300,306238,,39.53,0.00,21340,2.41,21370,2.76,33200,34.36,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
003960,2004/11/29,MAT-ROY---,21300,252455,,8.70,0.00,21340,0.53,21370,0.61,33200,7.56,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000000001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
003961,2004/11/29,MAT-ROY---,21300,242584,,-8.70,0.00,21340,-0.53,21370,-0.61,33200,-7.56,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000000001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
003962,2004/11/29,MAT-ROY---,21300,252504,,-56.72,0.00,21340,-3.45,21370,-3.96,33200,-49.31,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
003964,2004/11/29,MAT-ROY---,21300,252493,,-41.53,0.00,21340,-2.53,21370,-2.90,33200,-36.10,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
003973,2004/11/29,PIECE-AUTO,21300,1488,Impact Elect.,172.48,0.00,21340,10.50,21370,12.03,33200,149.95,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
003990,2004/11/29,UNITED-REN,21300,44793915-001,chauffage,171.65,0.00,21340,10.45,21370,11.98,33200,149.22,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,UNITED RENTALS OF CANADA INC.,FALSE,FALSE,0,,,0.00
003857,2004/11/30,SAAQ------,21300,08112004,motoneige,146.00,0.00,42125,146.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,SOCIETE DE L'ASSURANCE AUTOMOBILE,FALSE,FALSE,0,,,0.00
003858,2004/11/30,PIECE-AUTO,21300,1508,,12.02,0.00,21340,0.73,21370,0.84,42135,10.45,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
003860,2004/11/30,ACIERS-GM-,21300,49471,,86.25,0.00,21340,5.25,21370,6.02,33200,74.98,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ACIER GM,FALSE,FALSE,0,,,0.00
003861,2004/11/30,AUTO-PERFO,21300,113,,51.76,0.00,21340,3.15,21370,3.61,42125,45.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,AUTO PERFORMANCE ENR.,FALSE,FALSE,0,,,0.00
003864,2004/11/30,C.C.Q.----,21300,257068,,30.00,0.00,33200,30.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,COMMISSION DE LA CONSTRUCTION DU QUEBEC,FALSE,FALSE,0,,,0.00
003920,2004/11/30,QUINC-FRIG,21300,306286,,44.79,0.00,21340,2.73,21370,3.12,33200,38.94,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
003921,2004/11/30,QUINC-FRIG,21300,306313,,1.44,0.00,21340,0.09,21370,0.10,33200,1.25,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000000001,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
003925,2004/11/30,OUTILLAGE-,21300,64699,,23.22,0.00,21340,1.41,21370,1.62,33200,20.19,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GÉNÉRAL SURPLUS 2000 INC.,FALSE,FALSE,0,,,0.00
003928,2004/11/30,MAT-ROY---,21300,252591,,19.54,0.00,21340,1.19,21370,1.36,33200,16.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
003963,2004/11/30,MAT-ROY---,21300,252514,,16.42,0.00,21340,1.00,21370,1.15,33200,14.27,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX M. ROY INC.,FALSE,FALSE,0,,,0.00
003974,2004/11/30,PIECE-AUTO,21300,1548,,13.10,0.00,21340,0.80,21370,0.91,33200,11.39,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
003976,2004/11/30,QUINC-JM-C,21300,30112004,,251.93,0.00,21340,15.33,21370,17.58,33200,219.02,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUINCAILLERIE J.M. COSSETTE INC.,FALSE,FALSE,0,,,0.00
003977,2004/11/30,HYDRAULIQU,21300,2987,rép. pelle,16.05,0.00,21340,0.98,21370,1.12,42130,13.95,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,HYDRAULIQUE PLUS 04 INC.,FALSE,FALSE,0,,,0.00
003978,2004/11/30,MODULE-CON,21300,116968,,493.25,0.00,21340,30.02,21370,34.41,33200,428.82,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004023,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MODULE CONCEPT,FALSE,FALSE,0,,,0.00
003982,2004/11/30,MARC-COSSE,21300,14566,,499.21,0.00,21340,30.38,21370,34.83,33500,434.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
003983,2004/11/30,MARC-COSSE,21300,14567,,339.32,0.00,21340,20.65,21370,23.67,33500,295.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
003989,2004/11/30,MARC-COSSE,21300,14496,,621.94,0.00,21340,37.85,21370,43.39,33500,540.70,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004031,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
003995,2004/11/30,J-G-JACOB-,21300,30112004,,1216.79,0.00,21340,74.05,21370,84.89,42125,1057.85,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.-G. & M. JACOB INC.,FALSE,FALSE,0,,,0.00
004009,2004/11/30,VISA-DESJA,21300,30112004,,3645.22,0.00,21340,221.60,21370,254.05,42103,3.75,42125,1081.19,33510,886.79,33200,817.35,42107,380.49,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,VISA DESJARDINS,FALSE,FALSE,0,,,0.00
004011,2004/11/30,MARC-COSSE,21300,14513,,8051.75,0.00,21340,490.00,21370,561.75,33500,7000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
004012,2004/11/30,ACQ-------,21300,7418,,31.86,0.00,21340,1.94,21370,2.22,42120,27.70,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ASSOCIATION DE LA CONSTRUCTION DU QUEBEC,FALSE,FALSE,0,,,0.00
004013,2004/11/30,BANQUE-AME,21300,30112004,,3391.91,0.00,21340,206.42,21370,236.64,42125,290.50,33510,93.14,33200,2565.21,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,BANQUE AMEX DU CANADA,FALSE,FALSE,0,,,0.00
003865,2004/12/01,PIECE-AUTO,21300,8,bar-levier,36.77,0.00,21340,2.24,21370,2.57,33200,31.96,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
003866,2004/12/01,PIECE-AUTO,21300,31,mèche béton,105.82,0.00,21340,6.44,21370,7.38,33200,92.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,PIECES D'AUTO MEKINAC,FALSE,FALSE,0,,,0.00
003965,2004/12/01,ENTRE-A-M-,21300,18613,,3999.99,0.00,21340,243.43,21370,279.06,33200,3477.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004035,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ENTREPRISES A.M. INC. (LES),FALSE,FALSE,0,,,0.00
004017,2004/12/01,CENTRE-TAP,21300,7401,,176.45,0.00,21340,10.74,21370,12.31,33200,153.40,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004032,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,CENTRE DU TAPIS ET DECORATION,FALSE,FALSE,0,,,0.00
004019,2004/12/01,PAGE-MATTE,21300,0634987,,2902.00,0.00,33200,2902.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,PMA ASSURANCES INC.,FALSE,FALSE,0,,,0.00
004020,2004/12/01,FORD-LOCAT,21300,déc. 04,,534.93,0.00,21340,32.55,21370,37.32,42125,465.06,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION CREDIT FORD CANADA,FALSE,FALSE,0,,,0.00
004022,2004/12/01,ACQ-------,21300,7176,cotisation,678.65,0.00,21340,41.30,21370,47.35,42120,590.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ASSOCIATION DE LA CONSTRUCTION DU QUEBEC,FALSE,FALSE,0,,,0.00
004023,2004/12/01,FORD-CREDI,21300,01122004,,1794.20,0.00,21340,109.19,21370,125.18,42125,1559.83,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,QUALITY FLEET CARE (CASHIER),FALSE,FALSE,0,,,0.00
004026,2004/12/01,SOUDO-TECH,21300,6438 cr,,-402.59,0.00,21340,-24.50,21370,-28.09,33200,-350.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SOUDO TECHNIQUE,FALSE,FALSE,0,,,0.00
004027,2004/12/01,SOUDO-TECH,21300,frais pension,1 jr 2 hommes,-195.54,0.00,21340,-11.90,21370,-13.64,33200,-170.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SOUDO TECHNIQUE,FALSE,FALSE,0,,,0.00
004028,2004/12/01,MARC-COSSE,21300,crédit boîte élect.,faire boîte en bois pour cacher fils,-402.59,0.00,21340,-24.50,21370,-28.09,33500,-350.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000003028,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
004029,2004/12/01,MARC-COSSE,21300,14624,,3450.75,0.00,21340,210.00,21370,240.75,33500,3000.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
004030,2004/12/01,MARC-COSSE,21300,14566 cr.,,-499.21,0.00,21340,-30.38,21370,-34.83,33500,-434.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MARC COSSETTE INC.,FALSE,FALSE,0,,,0.00
004031,2004/12/01,REFRIGERAT,21300,10469,Réf. Elect.,3306.97,0.00,21340,201.25,21370,230.72,33500,2875.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ST-TITE REFRIGERATION INC.,FALSE,FALSE,0,,,0.00
004032,2004/12/01,COJOVI-SCI,21300,3158,C.L.,331.27,0.00,21340,20.16,21370,23.11,33200,288.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SCIERIE COJOVI,FALSE,FALSE,0,,,0.00
004033,2004/12/01,COJOVI-SCI,21300,3145,,47.61,0.00,21340,2.90,21370,3.32,33200,41.39,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SCIERIE COJOVI,FALSE,FALSE,0,,,0.00
004035,2004/12/01,D-H-ELECTR,21300,34493,tél.,113.87,0.00,21340,6.93,21370,7.94,42120,99.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,D.H. ELECTRONIQUE ENR.,FALSE,FALSE,0,,,0.00
004036,2004/12/01,LOC-BOUDRE,21300,2125,,437.09,0.00,21340,26.59,21370,30.50,33200,380.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,LOCATION PAUL BOUDREAU INC.,FALSE,FALSE,0,,,0.00
004039,2004/12/01,MAT-AUDET-,21300,541734,,41.15,0.00,21340,2.50,21370,2.87,33200,35.78,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004027,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MATERIAUX AUDET,FALSE,FALSE,0,,,0.00
004040,2004/12/01,COMM-SCOL-,21300,44590-44603,,27.49,0.00,42115,27.49,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004014,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,COMM. SCOLAIRE RIVES DU SAGUENAY,FALSE,FALSE,0,,,0.00
004041,2004/12/01,J-B-POTHIE,21300,6952,chaine à scie,25.25,0.00,21340,1.54,21370,1.76,42130,21.95,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,J.B. POTHIER SPORTS INC.,FALSE,FALSE,0,,,0.00
004044,2004/12/01,RBC-BANQUE,21300,01122004,Rép. trailer,70.92,0.00,21340,4.32,21370,4.95,42130,61.65,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,RBC BANQUE ROYALE,FALSE,FALSE,0,,,0.00
004049,2004/12/01,MACH-LOURD,21300,2665,,161.04,0.00,21340,9.80,21370,11.24,33200,140.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004025,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,MACHINERIES LOURDES W. ST-ARNAULT & FILS INC.,FALSE,FALSE,0,,,0.00
004050,2004/12/01,UNITED-REN,21300,44984409-001,,1531.02,0.00,21340,93.17,21370,106.82,33200,1331.03,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004033,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,UNITED RENTALS OF CANADA INC.,FALSE,FALSE,0,,,0.00
004054,2004/12/01,CHEVARY-RO,21300,422,,51.23,0.00,21340,3.12,21370,3.57,33200,44.54,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,0000004018,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ROSAIRE CHEVARY,FALSE,FALSE,0,,,0.00
004055,2004/12/01,EAU-ST-TIT,21300,cancel. 4,,-9.50,0.00,42120,-9.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,FALSE,FALSE,,,,FALSE,FALSE,1,EAU ST-TITE,FALSE,FALSE,0,,,0.00
004104,2004/12/01,NEXXLINK--,21300,01-02-05,,804.02,0.00,21340,48.93,21370,56.09,42120,699.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GFI SOLUTIONS D'AFFAIRES INC.,FALSE,FALSE,0,,,0.00
004116,2004/12/01,CITE-PROPR,21300,14787,,57.51,0.00,21340,3.50,21370,4.01,33200,50.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SERVICE CITE PROPRE INC.,FALSE,FALSE,0,,,0.00
004117,2004/12/01,CITE-PROPR,21300,14969,bureau,68.44,0.00,21340,4.17,21370,4.77,33200,59.50,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,SERVICE CITE PROPRE INC.,FALSE,FALSE,0,,,0.00
004126,2004/12/01,OUTILLAGE-,21300,2008,,40.25,0.00,21340,2.45,21370,2.81,42130,34.99,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,GÉNÉRAL SURPLUS 2000 INC.,FALSE,FALSE,0,,,0.00
004128,2004/12/01,ACHAT-PLUS,21300,350091,,14.79,0.00,21340,0.90,21370,1.03,42106,12.86,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,,,,FALSE,FALSE,1,ACHAT PLUS,FALSE,FALSE,0,,,0.00
003923,2004/12/02,QUINC-FRIG,21300,306524,,1.42,0.00,21340,0.09,21370,0.10,42120,1.23,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,,,,0,,0.00,0.00,21310,0.00,0.00,0.00,TRUE,TRUE,3.0000 301 3011,,,FALSE,FALSE,1,QUINCAILLERIE L. FRIGON INC.,FALSE,FALSE,0,,,0.00
