Numéro de produit,Numéro de fournisseur,Numéro de commande,Date de la réception,Quantité,Sous-total (sans les taxes),Montant de taxe fédérale,Montant de taxe provinciale,Prix coûtant régulier ou prix de détail sugg.,Escompte - Montant fixe,Escompte - Pourcentage,Prix coûtant,Numéro de client (facturé),Numéro de client (livré à),Numéro séquentiel de la commande client,Numéro de G/L - Achats,Code d'activité,Numéro de projet,Référence fichier Trans.dbf,Devise étrangère,Achat facturé (T/F),Code unique d identification,Niveau de taxe provinciale (1-21),ACPYBBIL
....................3,ACIER-ATR-,0000131,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,ETTY70EJT,1,047613
....................3,JEAN-SIMAR,0000124,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,FBKN2ZTPU,1,******
....................3,ACIER-ATR-,0000101,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,8HB53XAIR,1,******
....................3,ENT-MAXIME,0000151,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,19U3HFZAE,1,******
....................3,METAL-LAMI,0000208,2020/06/30,1.000,35.0000,1.7500,3.4913,35.0000,0.000000,0.0000,35.0000,C-S-CH-ROY,,,33200,,0000020013,,,TRUE,B1II44LC2,1,047625
....................4,ACIER-ATR-,0000131,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,ETTY70EJT,1,047613
....................4,JEAN-SIMAR,0000124,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,TRUE,FBKN2ZTPU,1,******
....................4,ACIER-ATR-,0000101,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,8HB53XAIR,1,******
....................4,ENT-MAXIME,0000151,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,19U3HFZAE,1,******
....................4,METAL-LAMI,0000208,2020/06/30,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,C-S-CH-ROY,,,33200,,0000020013,,,TRUE,B1II44LC2,1,047625
....................3,ECHAF-PLUS,0000239,2020/07/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,FALSE,HRQM08APN,1,
....................4,ECHAF-PLUS,0000239,2020/07/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,FALSE,HRQM08APN,1,
,ARBOIT----,0000169,2020/07/02,0.000,6093.7500,304.6875,607.8516,6093.7500,0.000000,0.0000,6093.7500,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,825PXXZX6,1,******
....................3,TERMIC----,0000237,2020/07/02,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,FALSE,NBZA93SUO,1,
....................4,TERMIC----,0000237,2020/07/02,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COOP-STE-T,,,33200,,0000019034,,,FALSE,NBZA93SUO,1,
,MEI-SCIAGE,0000214,2020/07/03,0.000,2125.0000,106.2500,211.9688,2125.0000,0.000000,0.0000,2125.0000,SIX-PINTS-,,,33500,03000,0000020020,,,TRUE,KUC5Z6M5P,1,047978
,MEI-SCIAGE,0000214,2020/07/03,0.000,1130.0000,56.5000,112.7175,1130.0000,0.000000,0.0000,1130.0000,SIX-PINTS-,,,33500,03000,0000020020,,,TRUE,KUC5Z6M5P,1,047978
,MEI-SCIAGE,0000214,2020/07/03,0.000,1837.5000,91.8750,183.2906,1837.5000,0.000000,0.0000,1837.5000,SIX-PINTS-,,,33500,03000,0000020020,,,TRUE,KUC5Z6M5P,1,047978
,ROGER-BELL,0000236,2020/07/06,0.000,1000.0000,50.0000,99.7500,1000.0000,0.000000,0.0000,1000.0000,PLACEMENT-,,,33500,07330,0000020012,,,TRUE,8M0PR0HUU,1,047624
....................3,ROGER-BELL,0000236,2020/07/06,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,8M0PR0HUU,1,047624
....................4,ROGER-BELL,0000236,2020/07/06,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,8M0PR0HUU,1,047624
....................3,POMPAGE-BC,0000241,2020/07/07,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,FALSE,AHD7FIM8H,1,
....................4,POMPAGE-BC,0000241,2020/07/07,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CIUSSS-MCQ,,,33200,,0000020010,,,FALSE,AHD7FIM8H,1,
,ELECT-LAUR,0000243,2020/07/08,0.000,990.9900,49.5495,98.8513,990.9900,0.000000,0.0000,990.9900,CONSEIL-MA,,,33500,16000,0000020006,,,TRUE,3A90FVKJ9,1,
....................3,ELECT-LAUR,0000243,2020/07/08,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,3A90FVKJ9,1,
....................4,ELECT-LAUR,0000243,2020/07/08,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,3A90FVKJ9,1,
,ARBOIT----,0000169,2020/07/09,0.000,2837.2500,141.8625,283.0157,2837.2500,0.000000,0.0000,2837.2500,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,B1U87K1D6,1,******
,CHARTRAY-R,0000160,2020/07/13,0.000,9774.8900,488.7445,975.0453,9774.8900,0.000000,0.0000,9774.8900,FIQ-------,,,33500,15000,0000020012,,,TRUE,F9K62A9A6,1,******
,PEINT-DUPO,0000186,2020/07/13,0.000,3400.0000,170.0000,339.1500,3400.0000,0.000000,0.0000,3400.0000,PLACEMENT-,,,33500,09900,0000020012,,,TRUE,8USKKHP0V,1,048011
....................3,PEINT-DUPO,0000186,2020/07/13,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,8USKKHP0V,1,048011
....................4,PEINT-DUPO,0000186,2020/07/13,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,PLACEMENT-,,,33200,,0000020012,,,TRUE,8USKKHP0V,1,048011
,ACIER-RAY-,0000210,2020/07/14,0.000,1435.0000,71.7500,143.1413,1435.0000,0.000000,0.0000,1435.0000,CONSEIL-MA,,,33200,03100,0000020006,X000000217,,FALSE,V2JNAK5JF,1,
,PROT-PAQUI,0000084,2020/07/15,0.000,937.0400,46.8520,93.4697,937.0400,0.000000,0.0000,937.0400,CIUSSS-ADM,,,33500,13930,0000020003,,,TRUE,RZNBR4ZBU,1,******
,SYS-MAURIC,0000164,2020/07/15,0.000,6940.0000,347.0000,692.2650,6940.0000,0.000000,0.0000,6940.0000,PLACEMENT-,,,33500,09200,0000020012,,,TRUE,SXCTQ8PH6,1,******
,VAL-MAURIC,0000165,2020/07/15,0.000,6500.0000,325.0000,648.3750,6500.0000,0.000000,0.0000,6500.0000,PLACEMENT-,,,33500,16000,0000020012,,,TRUE,RFJQW1UGU,1,******
,CONST-RIVA,0000126,2020/07/15,0.000,6872.3000,343.6150,685.5119,6872.3000,0.000000,0.0000,6872.3000,CIUSSS-MCQ,,,33500,09000,0000020010,,,TRUE,U7GUS75Q0,1,******
,CONST-RIVA,0000126,2020/07/15,0.000,6872.3000,343.6150,685.5119,6872.3000,0.000000,0.0000,6872.3000,CIUSSS-MCQ,,,33500,09000,0000020010,,,TRUE,VM76D66CP,1,******
,PROT-PAQUI,0000084,2020/07/16,0.000,937.0400,46.8520,93.4697,937.0400,0.000000,0.0000,937.0400,CIUSSS-ADM,,,33500,13930,0000020003,X000000087,,FALSE,LWHK05ELX,1,******
,STONEHARD-,0000173,2020/07/16,0.000,15600.0000,780.0000,1556.1000,15600.0000,0.000000,0.0000,15600.0000,SIX-PINTS-,,,33500,09300,0000020020,,,TRUE,I74D2JUIS,1,******
,SYST-INTER,0000177,2020/07/16,0.000,15400.0000,770.0000,1536.1500,15400.0000,0.000000,0.0000,15400.0000,COMM-SCOL.,,,33500,09510,0000020018,,,TRUE,8XHM6XTCY,1,047905
,SYST-INTER,0000177,2020/07/16,0.000,-925.0000,-46.2500,-92.2688,-925.0000,0.000000,0.0000,-925.0000,COMM-SCOL.,,,33500,09510,0000020018,,,TRUE,8XHM6XTCY,1,047905
,FRANCO----,0000176,2020/07/16,0.000,11000.0000,550.0000,1097.2500,11000.0000,0.000000,0.0000,11000.0000,COMM-SCOL.,,,33500,07200,0000020018,,,TRUE,OD8JOOHZ1,1,047907
,FRANCO----,0000176,2020/07/16,0.000,6580.0000,329.0000,656.3550,6580.0000,0.000000,0.0000,6580.0000,COMM-SCOL.,,,33500,07200,0000020018,,,TRUE,OD8JOOHZ1,1,047907
....................3,SYST-INTER,0000177,2020/07/16,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COMM-SCOL.,,,33200,,0000020018,,,TRUE,8XHM6XTCY,1,047905
....................3,FRANCO----,0000176,2020/07/16,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COMM-SCOL.,,,33200,,0000020018,,,TRUE,OD8JOOHZ1,1,047907
....................4,SYST-INTER,0000177,2020/07/16,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COMM-SCOL.,,,33200,,0000020018,,,TRUE,8XHM6XTCY,1,047905
....................4,FRANCO----,0000176,2020/07/16,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COMM-SCOL.,,,33200,,0000020018,,,TRUE,OD8JOOHZ1,1,047907
,ROGER-BELL,0000145,2020/07/17,0.000,8880.0000,444.0000,885.7800,8880.0000,0.000000,0.0000,8880.0000,CIUSSS-MCQ,,,33500,07330,0000020010,,,TRUE,0R15Z0JH1,1,******
,YOUNG-ELEC,0000175,2020/07/17,0.000,12985.0000,649.2500,1295.2538,12985.0000,0.000000,0.0000,12985.0000,COMM-SCOL.,,,33500,16000,0000020018,,,TRUE,220DNZWVH,1,047904
....................3,YOUNG-ELEC,0000175,2020/07/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COMM-SCOL.,,,33200,,0000020018,,,TRUE,220DNZWVH,1,047904
....................4,YOUNG-ELEC,0000175,2020/07/17,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,COMM-SCOL.,,,33200,,0000020018,,,TRUE,220DNZWVH,1,047904
,ACIER-ATR-,0000101,2020/07/31,0.000,1759.5000,87.9750,175.5101,1759.5000,0.000000,0.0000,1759.5000,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,YA7B5Z698,1,******
,ELECT-LAUR,0000149,2020/07/31,0.000,17325.0000,866.2500,1728.1688,17325.0000,0.000000,0.0000,17325.0000,CONSEIL-MA,,,33500,16000,0000020006,,,TRUE,WF6OHP3XS,1,******
,ENT-MAXIME,0000187,2020/07/31,0.000,4945.9200,247.2960,493.3555,4945.9200,0.000000,0.0000,4945.9200,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,VGDUJHNGP,1,047853
,GICLEURS-M,0000098,2020/07/31,0.000,3000.0000,150.0000,299.2500,3000.0000,0.000000,0.0000,3000.0000,CONSEIL-MA,,,33500,15400,0000020006,,,TRUE,GWL7BOMHD,1,******
,ENT-MAXIME,0000231,2020/07/31,0.000,19200.0000,960.0000,1915.2000,19200.0000,0.000000,0.0000,19200.0000,CSS-CH-ROY,,,33200,02315,0000020026,,,TRUE,28RBHL8ED,1,******
,ENT-MAXIME,0000170,2020/07/31,0.000,10350.0000,517.5000,1032.4125,10350.0000,0.000000,0.0000,10350.0000,SIX-PINTS-,,,33500,02220,0000020020,,,TRUE,K8SIDS01C,1,******
....................3,ENT-MAXIME,0000187,2020/07/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,VGDUJHNGP,1,047853
....................3,ENT-MAXIME,0000231,2020/07/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000020026,,,TRUE,28RBHL8ED,1,******
....................4,ENT-MAXIME,0000187,2020/07/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,VGDUJHNGP,1,047853
....................4,ENT-MAXIME,0000231,2020/07/31,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000020026,,,TRUE,28RBHL8ED,1,******
,ENT-MAXIME,0000151,2020/08/01,0.000,57782.0600,2889.1030,5763.7605,57782.0600,0.000000,0.0000,57782.0600,CONSEIL-MA,,,33200,02315,0000020006,,,TRUE,J2Z06XE84,1,******
,ENT-MAXIME,0000170,2020/08/01,0.000,6900.0000,345.0000,688.2750,6900.0000,0.000000,0.0000,6900.0000,SIX-PINTS-,,,33500,03000,0000020020,,,TRUE,LA6XN805L,1,******
,ENT-MAXIME,0000313,2020/08/01,0.000,7187.5000,359.3750,716.9531,7187.5000,0.000000,0.0000,7187.5000,CONSEIL-MA,,,33500,25001,0000020006,,,TRUE,ESHP296D2,1,048324
,ENT-MAXIME,0000313,2020/08/01,0.000,1495.0000,74.7500,149.1263,1495.0000,0.000000,0.0000,1495.0000,CONSEIL-MA,,,33500,25001,0000020006,,,TRUE,ESHP296D2,1,048324
....................3,ENT-MAXIME,0000170,2020/08/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020020,,,TRUE,LA6XN805L,1,******
....................3,ENT-MAXIME,0000313,2020/08/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,ESHP296D2,1,048324
....................4,ENT-MAXIME,0000170,2020/08/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,SIX-PINTS-,,,33200,,0000020020,,,TRUE,LA6XN805L,1,******
....................4,ENT-MAXIME,0000313,2020/08/01,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CONSEIL-MA,,,33200,,0000020006,,,TRUE,ESHP296D2,1,048324
,MEI-------,0000171,2020/08/03,0.000,7975.0000,398.7500,795.5063,7975.0000,0.000000,0.0000,7975.0000,SIX-PINTS-,,,33500,03000,0000020020,,,TRUE,SB0ATCSHS,1,047976
....................3,ACG-ISOLAT,0000219,2020/08/07,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000020026,,,FALSE,YWNNOWZ1L,1,
....................4,ACG-ISOLAT,0000219,2020/08/07,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000020026,,,FALSE,YWNNOWZ1L,1,
,D-DIONNE--,0000266,2020/08/09,0.000,3435.0000,171.7500,342.6413,3435.0000,0.000000,0.0000,3435.0000,UNIVER-T-R,,,33500,09310,0000020030,,,TRUE,QJ9HFILUQ,1,048321
,D-DIONNE--,0000266,2020/08/09,0.000,7885.0000,394.2500,786.5288,7885.0000,0.000000,0.0000,7885.0000,UNIVER-T-R,,,33500,09600,0000020030,,,TRUE,QJ9HFILUQ,1,048321
....................3,D-DIONNE--,0000266,2020/08/09,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,UNIVER-T-R,,,33200,,0000020030,,,TRUE,QJ9HFILUQ,1,048321
....................4,D-DIONNE--,0000266,2020/08/09,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,UNIVER-T-R,,,33200,,0000020030,,,TRUE,QJ9HFILUQ,1,048321
,ARMECO----,0000260,2020/08/10,0.000,301.0000,15.0500,30.0248,301.0000,0.000000,0.0000,301.0000,UNIVER-T-R,,,33200,10800,0000020030,,,TRUE,344TX15J2,1,047981
,CLEMENT-FR,0000285,2020/08/11,0.000,275.0000,13.7500,27.4313,275.0000,0.000000,0.0000,275.0000,CIUSSS-ADM,,,33200,00400,0000020003,,,TRUE,XF970O4AE,1,048088
................00006,CLEMENT-FR,0000285,2020/08/11,1.000,360.0000,18.0000,35.9100,360.0000,0.000000,0.0000,360.0000,CIUSSS-ADM,,,33200,,0000020003,,,TRUE,XF970O4AE,1,048088
,PLOMB-SOLU,0000096,2020/08/13,0.000,11839.5000,591.9750,1180.9901,11839.5000,0.000000,0.0000,11839.5000,CONSEIL-MA,,,33500,15400,0000020006,,,TRUE,S87HUDH6H,1,******
,ARBOIT----,0000169,2020/08/13,0.000,37377.6000,1868.8800,3728.4156,37377.6000,0.000000,0.0000,37377.6000,CONSEIL-MA,,,33500,03100,0000020006,,,TRUE,HM65IFBR5,1,******
,ARMECO----,0000277,2020/08/13,0.000,75.0000,3.7500,7.4813,75.0000,0.000000,0.0000,75.0000,FIQ-------,,,33200,10810,0000020012,,,TRUE,BAOPTOCBP,1,048094
,PLOMB-SOLU,0000096,2020/08/13,0.000,11839.5000,591.9750,1180.9901,11839.5000,0.000000,0.0000,11839.5000,CONSEIL-MA,,,33500,15400,0000020006,,,TRUE,YYZX1BFOZ,1,******
....................3,ARMECO----,0000277,2020/08/13,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,FIQ-------,,,33200,,0000020012,,,TRUE,BAOPTOCBP,1,048094
....................4,ARMECO----,0000277,2020/08/13,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,FIQ-------,,,33200,,0000020012,,,TRUE,BAOPTOCBP,1,048094
,RAYMOND-DE,0000288,2020/08/14,0.000,395.0000,19.7500,39.4013,395.0000,0.000000,0.0000,395.0000,FIQ-------,,,33500,00400,0000020012,,,TRUE,B9D9OZBGD,1,048338
,RAYMOND-DE,0000288,2020/08/14,0.000,2324.2000,116.2100,231.8390,2324.2000,0.000000,0.0000,2324.2000,FIQ-------,,,33500,00400,0000020012,,,TRUE,B9D9OZBGD,1,048338
....................3,RAYMOND-DE,0000288,2020/08/14,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,FIQ-------,,,33200,,0000020012,,,TRUE,B9D9OZBGD,1,048338
....................4,RAYMOND-DE,0000288,2020/08/14,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,FIQ-------,,,33200,,0000020012,,,TRUE,B9D9OZBGD,1,048338
,CHARTRAY-R,0000160,2020/08/17,0.000,2905.7600,145.2880,289.8496,2905.7600,0.000000,0.0000,2905.7600,FIQ-------,,,33500,15000,0000020012,,,TRUE,MS80OHHG2,1,******
,CHARTRAY-R,0000160,2020/08/17,0.000,2838.0900,141.9045,283.0995,2838.0900,0.000000,0.0000,2838.0900,FIQ-------,,,33500,15000,0000020012,,,TRUE,MS80OHHG2,1,******
,CHARTRAY-R,0000144,2020/08/18,0.000,72609.8000,3630.4900,7242.8276,72609.8000,0.000000,0.0000,72609.8000,CIUSSS-MCQ,,,33500,15700,0000020010,,,TRUE,10RW6M2O4,1,******
,CHARTRAY-R,0000036,2020/08/18,0.000,4197.9100,209.8955,418.7415,4197.9100,0.000000,0.0000,4197.9100,CIUSSS-ADM,,,33500,15700,0000020003,,,TRUE,RZS2I3UM8,1,******
,CHARTRAY-R,0000036,2020/08/18,0.000,4197.9100,209.8955,418.7415,4197.9100,0.000000,0.0000,4197.9100,CIUSSS-ADM,,,33500,15700,0000020003,,,TRUE,5B0VEMRTS,1,******
,IC2-------,0000115,2020/08/19,0.000,825.0000,41.2500,82.2938,825.0000,0.000000,0.0000,825.0000,CONSEIL-MA,,,33200,08900,0000020006,X000000121,,FALSE,IE1GB9MXY,1,******
,IC2-------,0000115,2020/08/19,0.000,825.0000,41.2500,82.2938,825.0000,0.000000,0.0000,825.0000,CONSEIL-MA,,,33200,08900,0000020006,,,TRUE,4HM1WTMIX,1,******
,PEINT-DUPO,0000186,2020/08/20,0.000,3394.0000,169.7000,338.5515,3394.0000,0.000000,0.0000,3394.0000,PLACEMENT-,,,33500,09900,0000020012,,,TRUE,97XMG88OR,1,048011
,F-DAIGLE--,0000143,2020/08/20,0.000,2100.0000,105.0000,209.4750,2100.0000,0.000000,0.0000,2100.0000,CIUSSS-MCQ,,,33200,08000,0000020010,,,TRUE,NXDO4Q1HP,1,******
,ROGER-BELL,0000230,2020/08/21,0.000,850.0000,42.5000,84.7875,850.0000,0.000000,0.0000,850.0000,CSS-CH-ROY,,,33500,07500,0000020026,,,TRUE,W5I1UBBVJ,1,048023
,EDC-CONSTR,0000083,2020/08/21,0.000,11000.0000,550.0000,1097.2500,11000.0000,0.000000,0.0000,11000.0000,CIUSSS-ADM,,,33200,02220,0000020003,,,TRUE,8FA3L9APL,1,048089
....................3,ROGER-BELL,0000230,2020/08/21,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000020026,,,TRUE,W5I1UBBVJ,1,048023
....................4,ROGER-BELL,0000230,2020/08/21,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,CSS-CH-ROY,,,33200,,0000020026,,,TRUE,W5I1UBBVJ,1,048023
,F-DAIGLE--,0000222,2020/08/24,0.000,6976.0000,348.8000,695.8560,6976.0000,0.000000,0.0000,6976.0000,CSS-CH-ROY,,,33200,08110,0000020026,,,TRUE,OTWY65H6Y,1,******
,REGULVAR--,0000136,2020/08/24,0.000,5212.8000,260.6400,519.9768,5212.8000,0.000000,0.0000,5212.8000,CIUSSS-MCQ,,,33500,13400,0000020010,,,TRUE,EBBC7WCKL,1,******
,MULTI-ENER,0000041,2020/08/24,0.000,6500.0000,325.0000,648.3750,6500.0000,0.000000,0.0000,6500.0000,CIUSSS-ADM,,,33500,15401,0000020003,,,TRUE,EEFH0FYQ2,1,******
,PROT-PAQUI,0000084,2020/08/24,0.000,21359.0000,1067.9500,2130.5603,21359.0000,0.000000,0.0000,21359.0000,CIUSSS-ADM,,,33500,13930,0000020003,,,TRUE,IAHLORMUQ,1,******
,PLOMB-SOLU,0000096,2020/08/24,0.000,12806.1000,640.3050,1277.4085,12806.1000,0.000000,0.0000,12806.1000,CONSEIL-MA,,,33500,15400,0000020006,,,TRUE,1DZVEG6A8,1,******
,MULTI-ENER,0000264,2020/08/24,0.000,500.0000,25.0000,49.8750,500.0000,0.000000,0.0000,500.0000,UNIVER-T-R,,,33500,15400,0000020030,,,TRUE,AJA2J14Y1,1,******
....................3,MULTI-ENER,0000264,2020/08/24,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,UNIVER-T-R,,,33200,,0000020030,,,TRUE,AJA2J14Y1,1,******
....................4,MULTI-ENER,0000264,2020/08/24,1.000,0.0000,0.0000,0.0000,0.0000,0.000000,0.0000,0.0000,UNIVER-T-R,,,33200,,0000020030,,,TRUE,AJA2J14Y1,1,******
,JEAN-CARON,0000191,2020/08/25,0.000,9421.4200,471.0710,939.7866,9421.4200,0.000000,0.0000,9421.4200,UNIVER-T-R,,,33500,16000,0000019047,,,TRUE,KSNYBCR97,1,048063
,ENT-ARSENE,0000137,2020/08/25,0.000,9450.0000,472.5000,942.6375,9450.0000,0.000000,0.0000,9450.0000,CIUSSS-MCQ,,,33500,15401,0000020010,,,TRUE,1JQ58T895,1,******
,JEAN-CARON,0000134,2020/08/25,0.000,24045.3000,1202.2650,2398.5187,24045.3000,0.000000,0.0000,24045.3000,CIUSSS-MCQ,,,33500,16000,0000020010,,,TRUE,ENP3WVSNP,1,******
,YOUNG-ELEC,0000257,2020/08/25,0.000,1683.0000,84.1500,167.8793,1683.0000,0.000000,0.0000,1683.0000,UNIVER-T-R,,,33500,16000,0000020030,,,TRUE,EWTX5KV8G,1,******
,STONEHARD-,0000173,2020/08/25,0.000,11900.0000,595.0000,1187.0250,11900.0000,0.000000,0.0000,11900.0000,SIX-PINTS-,,,33500,09300,0000020020,,,TRUE,9ZS1S0DU9,1,******
,STONEHARD-,0000173,2020/08/25,0.000,3700.0000,185.0000,369.0750,3700.0000,0.000000,0.0000,3700.0000,SIX-PINTS-,,,33500,09300,0000020020,,,TRUE,9ZS1S0DU9,1,******
,CONST-RIVA,0000126,2020/08/25,0.000,33216.1200,1660.8060,3313.3080,33216.1200,0.000000,0.0000,33216.1200,CIUSSS-MCQ,,,33500,09000,0000020010,,,TRUE,N1MKRCK87,1,******
,CHARTRAY-R,0000212,2020/08/25,0.000,4370.0000,218.5000,435.9075,4370.0000,0.000000,0.0000,4370.0000,CIUSSS-MCQ,,,33500,15000,0000020010,,,TRUE,L6AD2T57L,1,048070
,L-N-BEAUDO,0000289,2020/08/25,0.000,4247.2500,212.3625,423.6632,4247.2500,0.000000,0.0000,4247.2500,CIUSSS-MCQ,,,33500,04000,0000020010,,,TRUE,QNHHMY1MJ,1,048071
,DES-GRES--,0000234,2020/08/25,0.000,28280.0000,1414.0000,2820.9300,28280.0000,0.000000,0.0000,28280.0000,CONSEIL-MA,,,33500,03000,0000020006,,,TRUE,W34AN4E8G,1,048072
,JEAN-CARON,0000278,2020/08/25,0.000,2507.8900,125.3945,250.1620,2507.8900,0.000000,0.0000,2507.8900,UNIVER-T-R,,,33500,16000,0000019047,,,TRUE,BJVWV6II3,1,048079
,VAL-MAURIC,0000165,2020/08/25,0.000,18500.0000,925.0000,1845.3750,18500.0000,0.000000,0.0000,18500.0000,PLACEMENT-,,,33500,16000,0000020012,,,TRUE,5TQT2I5GX,1,******
,SYS-MAURIC,0000190,2020/08/25,0.000,1635.0000,81.7500,163.0913,1635.0000,0.000000,0.0000,1635.0000,PLACEMENT-,,,33500,09200,0000020012,,,TRUE,5369S19Y8,1,048100
,SYS-MAURIC,0000164,2020/08/25,0.000,11415.0000,570.7500,1138.6463,11415.0000,0.000000,0.0000,11415.0000,PLACEMENT-,,,33500,09200,0000020012,,,TRUE,TFY0K10PD,1,******
,SYS-MAURIC,0000205,2020/08/25,0.000,3390.0000,169.5000,338.1525,3390.0000,0.000000,0.0000,3390.0000,PLACEMENT-,,,33500,09200,0000020012,,,TRUE,MGCMZ0MVT,1,048102
,VAL-MAURIC,0000224,2020/08/25,0.000,14900.0000,745.0000,1486.2750,14900.0000,0.000000,0.0000,14900.0000,CSS-CH-ROY,,,33500,16000,0000020026,,,TRUE,DKNVVYDIT,1,******
,D-DIONNE--,0000227,2020/08/25,0.000,6100.0000,305.0000,608.4750,6100.0000,0.000000,0.0000,6100.0000,CSS-CH-ROY,,,33500,09600,0000020026,,,TRUE,8C2AYRHEK,1,048144
,ELECT-LAUR,0000253,2020/08/25,0.000,4375.5700,218.7785,436.4631,4375.5700,0.000000,0.0000,4375.5700,CONSEIL-MA,,,33500,16000,0000020006,,,TRUE,5R2ICQC5E,1,048149
